Numero de la station;Nom de la station;Jour;Heure;tm;glot;um
OLMOS001;Olmos Cretaceous;04-07-2006 04:00:00;5;21.8;0.0;82.6
OLMOS001;Olmos Cretaceous;04-07-2006 05:00:00;6;21.6;2.0;84.6
OLMOS001;Olmos Cretaceous;04-07-2006 06:00:00;7;19.7;70.0;85.6
OLMOS001;Olmos Cretaceous;04-07-2006 07:00:00;8;17.6;731.0;84.4
OLMOS001;Olmos Cretaceous;04-07-2006 08:00:00;9;18.9;1231.0;77.2
OLMOS001;Olmos Cretaceous;04-07-2006 09:00:00;10;18.0;2052.0;86.3
OLMOS001;Olmos Cretaceous;04-07-2006 10:00:00;11;18.7;2150.0;87.4
OLMOS001;Olmos Cretaceous;04-07-2006 11:00:00;12;23.0;2586.0;85.8
OLMOS001;Olmos Cretaceous;04-07-2006 12:00:00;13;20.2;2545.0;78.9
OLMOS001;Olmos Cretaceous;04-07-2006 13:00:00;14;23.1;2591.0;78.0
OLMOS001;Olmos Cretaceous;04-07-2006 14:00:00;15;24.1;2291.0;71.8
OLMOS001;Olmos Cretaceous;04-07-2006 15:00:00;16;23.8;1808.0;78.0
OLMOS001;Olmos Cretaceous;04-07-2006 16:00:00;17;26.1;1305.0;73.2
OLMOS001;Olmos Cretaceous;04-07-2006 17:00:00;18;27.4;659.0;63.4
OLMOS001;Olmos Cretaceous;04-07-2006 18:00:00;19;27.1;0.0;82.7
OLMOS001;Olmos Cretaceous;04-07-2006 19:00:00;20;28.0;39.0;73.2
OLMOS001;Olmos Cretaceous;04-07-2006 20:00:00;21;27.8;0.0;73.2
OLMOS001;Olmos Cretaceous;04-07-2006 21:00:00;22;26.3;9.0;65.8
OLMOS001;Olmos Cretaceous;04-07-2006 22:00:00;23;26.4;0.0;70.6
OLMOS001;Olmos Cretaceous;04-07-2006 23:00:00;24;24.0;0.0;83.3
OLMOS001;Olmos Cretaceous;05-07-2006 00:00:00;1;25.4;0.0;68.2
OLMOS001;Olmos Cretaceous;05-07-2006 01:00:00;2;26.9;0.0;74.9
OLMOS001;Olmos Cretaceous;05-07-2006 02:00:00;3;23.9;0.0;78.7
OLMOS001;Olmos Cretaceous;05-07-2006 03:00:00;4;21.9;0.0;80.9
OLMOS001;Olmos Cretaceous;05-07-2006 04:00:00;5;24.9;0.0;74.3
OLMOS001;Olmos Cretaceous;05-07-2006 05:00:00;6;17.7;0.0;85.1
OLMOS001;Olmos Cretaceous;05-07-2006 06:00:00;7;22.4;11.0;80.8
OLMOS001;Olmos Cretaceous;05-07-2006 07:00:00;8;18.1;761.0;92.0
OLMOS001;Olmos Cretaceous;05-07-2006 08:00:00;9;21.7;1358.0;91.6
OLMOS001;Olmos Cretaceous;05-07-2006 09:00:00;10;18.1;1814.0;84.5
OLMOS001;Olmos Cretaceous;05-07-2006 10:00:00;11;22.7;2256.0;86.5
OLMOS001;Olmos Cretaceous;05-07-2006 11:00:00;12;18.7;2708.0;80.5
OLMOS001;Olmos Cretaceous;05-07-2006 12:00:00;13;20.5;2717.0;73.0
OLMOS001;Olmos Cretaceous;05-07-2006 13:00:00;14;19.6;2480.0;72.6
OLMOS001;Olmos Cretaceous;05-07-2006 14:00:00;15;24.4;2413.0;70.9
OLMOS001;Olmos Cretaceous;05-07-2006 15:00:00;16;24.2;2136.0;79.1
OLMOS001;Olmos Cretaceous;05-07-2006 16:00:00;17;25.7;1517.0;79.1
OLMOS001;Olmos Cretaceous;05-07-2006 17:00:00;18;28.0;802.0;70.8
OLMOS001;Olmos Cretaceous;05-07-2006 18:00:00;19;28.0;9.0;69.5
OLMOS001;Olmos Cretaceous;05-07-2006 19:00:00;20;26.0;80.0;60.0
OLMOS001;Olmos Cretaceous;05-07-2006 20:00:00;21;28.0;0.0;66.8
OLMOS001;Olmos Cretaceous;05-07-2006 21:00:00;22;23.2;40.0;72.3
OLMOS001;Olmos Cretaceous;05-07-2006 22:00:00;23;25.8;78.0;68.6
OLMOS001;Olmos Cretaceous;05-07-2006 23:00:00;24;24.6;21.0;77.8
OLMOS001;Olmos Cretaceous;06-07-2006 00:00:00;1;23.9;0.0;75.6
OLMOS001;Olmos Cretaceous;06-07-2006 01:00:00;2;26.2;0.0;74.9
OLMOS001;Olmos Cretaceous;06-07-2006 02:00:00;3;23.8;0.0;71.4
OLMOS001;Olmos Cretaceous;06-07-2006 03:00:00;4;20.3;35.0;87.1
OLMOS001;Olmos Cretaceous;06-07-2006 04:00:00;5;19.5;0.0;93.5
OLMOS001;Olmos Cretaceous;06-07-2006 05:00:00;6;21.6;0.0;92.9
OLMOS001;Olmos Cretaceous;06-07-2006 06:00:00;7;20.3;5.0;89.2
OLMOS001;Olmos Cretaceous;06-07-2006 07:00:00;8;15.2;575.0;84.1
OLMOS001;Olmos Cretaceous;06-07-2006 08:00:00;9;18.5;1356.0;89.1
OLMOS001;Olmos Cretaceous;06-07-2006 09:00:00;10;19.0;1936.0;86.4
OLMOS001;Olmos Cretaceous;06-07-2006 10:00:00;11;19.6;2375.0;83.0
OLMOS001;Olmos Cretaceous;06-07-2006 11:00:00;12;22.2;2838.0;84.0
OLMOS001;Olmos Cretaceous;06-07-2006 12:00:00;13;20.3;2646.0;72.7
OLMOS001;Olmos Cretaceous;06-07-2006 13:00:00;14;23.8;2615.0;78.3
OLMOS001;Olmos Cretaceous;06-07-2006 14:00:00;15;23.2;2323.0;73.9
OLMOS001;Olmos Cretaceous;06-07-2006 15:00:00;16;25.8;1845.0;78.1
OLMOS001;Olmos Cretaceous;06-07-2006 16:00:00;17;26.6;1288.0;66.6
OLMOS001;Olmos Cretaceous;06-07-2006 17:00:00;18;24.5;682.0;68.0
OLMOS001;Olmos Cretaceous;06-07-2006 18:00:00;19;25.7;0.0;70.5
OLMOS001;Olmos Cretaceous;06-07-2006 19:00:00;20;26.8;43.0;72.2
OLMOS001;Olmos Cretaceous;06-07-2006 20:00:00;21;26.2;0.0;68.1
OLMOS001;Olmos Cretaceous;06-07-2006 21:00:00;22;28.0;14.0;76.4
OLMOS001;Olmos Cretaceous;06-07-2006 22:00:00;23;25.7;0.0;62.7
OLMOS001;Olmos Cretaceous;06-07-2006 23:00:00;24;26.0;32.0;71.0
OLMOS001;Olmos Cretaceous;07-07-2006 00:00:00;1;25.0;10.0;77.8
OLMOS001;Olmos Cretaceous;07-07-2006 01:00:00;2;25.0;26.0;67.5
OLMOS001;Olmos Cretaceous;07-07-2006 02:00:00;3;25.6;0.0;84.4
OLMOS001;Olmos Cretaceous;07-07-2006 03:00:00;4;24.0;100.0;80.0
OLMOS001;Olmos Cretaceous;07-07-2006 04:00:00;5;24.0;0.0;80.6
OLMOS001;Olmos Cretaceous;07-07-2006 05:00:00;6;20.5;0.0;81.2
OLMOS001;Olmos Cretaceous;07-07-2006 06:00:00;7;21.8;17.0;83.8
OLMOS001;Olmos Cretaceous;07-07-2006 07:00:00;8;18.6;600.0;89.9
OLMOS001;Olmos Cretaceous;07-07-2006 08:00:00;9;15.5;1302.0;84.6
OLMOS001;Olmos Cretaceous;07-07-2006 09:00:00;10;17.9;1689.0;84.4
OLMOS001;Olmos Cretaceous;07-07-2006 10:00:00;11;15.6;2240.0;85.2
OLMOS001;Olmos Cretaceous;07-07-2006 11:00:00;12;22.5;2628.0;85.2
OLMOS001;Olmos Cretaceous;07-07-2006 12:00:00;13;21.9;2762.0;85.1
OLMOS001;Olmos Cretaceous;07-07-2006 13:00:00;14;23.3;2707.0;73.7
OLMOS001;Olmos Cretaceous;07-07-2006 14:00:00;15;21.0;2293.0;73.2
OLMOS001;Olmos Cretaceous;07-07-2006 15:00:00;16;25.4;1821.0;77.4
OLMOS001;Olmos Cretaceous;07-07-2006 16:00:00;17;27.8;1245.0;77.1
OLMOS001;Olmos Cretaceous;07-07-2006 17:00:00;18;23.9;701.0;71.3
OLMOS001;Olmos Cretaceous;07-07-2006 18:00:00;19;28.0;15.0;64.0
OLMOS001;Olmos Cretaceous;07-07-2006 19:00:00;20;28.0;0.0;61.4
OLMOS001;Olmos Cretaceous;07-07-2006 20:00:00;21;26.6;0.0;62.5
OLMOS001;Olmos Cretaceous;07-07-2006 21:00:00;22;27.6;0.0;78.4
OLMOS001;Olmos Cretaceous;07-07-2006 22:00:00;23;24.6;30.0;71.8
OLMOS001;Olmos Cretaceous;07-07-2006 23:00:00;24;27.0;0.0;77.6
OLMOS001;Olmos Cretaceous;08-07-2006 00:00:00;1;25.5;0.0;69.2
OLMOS001;Olmos Cretaceous;08-07-2006 01:00:00;2;22.2;28.0;79.6
OLMOS001;Olmos Cretaceous;08-07-2006 02:00:00;3;24.2;61.0;79.6
OLMOS001;Olmos Cretaceous;08-07-2006 03:00:00;4;21.5;31.0;81.9
OLMOS001;Olmos Cretaceous;08-07-2006 04:00:00;5;23.0;45.0;82.1
OLMOS001;Olmos Cretaceous;08-07-2006 05:00:00;6;18.8;0.0;80.6
OLMOS001;Olmos Cretaceous;08-07-2006 06:00:00;7;20.3;0.0;86.2
OLMOS001;Olmos Cretaceous;08-07-2006 07:00:00;8;19.1;652.0;85.9
OLMOS001;Olmos Cretaceous;08-07-2006 08:00:00;9;19.9;1343.0;92.1
OLMOS001;Olmos Cretaceous;08-07-2006 09:00:00;10;18.7;1725.0;89.9
OLMOS001;Olmos Cretaceous;08-07-2006 10:00:00;11;18.9;2423.0;85.2
OLMOS001;Olmos Cretaceous;08-07-2006 11:00:00;12;21.9;2617.0;79.5
OLMOS001;Olmos Cretaceous;08-07-2006 12:00:00;13;21.2;2613.0;94.6
OLMOS001;Olmos Cretaceous;08-07-2006 13:00:00;14;19.2;2489.0;84.8
OLMOS001;Olmos Cretaceous;08-07-2006 14:00:00;15;25.8;2505.0;82.1
OLMOS001;Olmos Cretaceous;08-07-2006 15:00:00;16;26.3;2040.0;73.8
OLMOS001;Olmos Cretaceous;08-07-2006 16:00:00;17;25.9;1454.0;72.0
OLMOS001;Olmos Cretaceous;08-07-2006 17:00:00;18;23.8;817.0;77.4
OLMOS001;Olmos Cretaceous;08-07-2006 18:00:00;19;27.2;0.0;82.6
OLMOS001;Olmos Cretaceous;08-07-2006 19:00:00;20;28.0;48.0;64.9
OLMOS001;Olmos Cretaceous;08-07-2006 20:00:00;21;26.9;62.0;72.1
OLMOS001;Olmos Cretaceous;08-07-2006 21:00:00;22;27.4;0.0;81.1
OLMOS001;Olmos Cretaceous;08-07-2006 22:00:00;23;26.7;34.0;74.4
OLMOS001;Olmos Cretaceous;08-07-2006 23:00:00;24;26.2;46.0;77.1
OLMOS001;Olmos Cretaceous;09-07-2006 00:00:00;1;23.5;0.0;80.4
OLMOS001;Olmos Cretaceous;09-07-2006 01:00:00;2;24.0;0.0;78.3
OLMOS001;Olmos Cretaceous;09-07-2006 02:00:00;3;25.1;2.0;82.0
OLMOS001;Olmos Cretaceous;09-07-2006 03:00:00;4;20.9;101.0;75.2
OLMOS001;Olmos Cretaceous;09-07-2006 04:00:00;5;21.5;13.0;86.3
OLMOS001;Olmos Cretaceous;09-07-2006 05:00:00;6;23.0;0.0;79.2
OLMOS001;Olmos Cretaceous;09-07-2006 06:00:00;7;22.7;6.0;81.5
OLMOS001;Olmos Cretaceous;09-07-2006 07:00:00;8;21.6;611.0;83.6
OLMOS001;Olmos Cretaceous;09-07-2006 08:00:00;9;21.9;1249.0;76.6
OLMOS001;Olmos Cretaceous;09-07-2006 09:00:00;10;18.1;2067.0;85.8
OLMOS001;Olmos Cretaceous;09-07-2006 10:00:00;11;21.6;2397.0;87.3
OLMOS001;Olmos Cretaceous;09-07-2006 11:00:00;12;21.7;2563.0;81.9
OLMOS001;Olmos Cretaceous;09-07-2006 12:00:00;13;19.0;2659.0;83.9
OLMOS001;Olmos Cretaceous;09-07-2006 13:00:00;14;22.6;2710.0;84.1
OLMOS001;Olmos Cretaceous;09-07-2006 14:00:00;15;23.0;2387.0;78.2
OLMOS001;Olmos Cretaceous;09-07-2006 15:00:00;16;25.7;1976.0;74.4
OLMOS001;Olmos Cretaceous;09-07-2006 16:00:00;17;26.7;1498.0;77.1
OLMOS001;Olmos Cretaceous;09-07-2006 17:00:00;18;23.9;745.0;75.2
OLMOS001;Olmos Cretaceous;09-07-2006 18:00:00;19;27.1;0.0;71.7
OLMOS001;Olmos Cretaceous;09-07-2006 19:00:00;20;28.0;0.0;70.2
OLMOS001;Olmos Cretaceous;09-07-2006 20:00:00;21;26.8;0.0;74.6
OLMOS001;Olmos Cretaceous;09-07-2006 21:00:00;22;26.7;29.0;63.2
OLMOS001;Olmos Cretaceous;09-07-2006 22:00:00;23;24.5;11.0;70.2
OLMOS001;Olmos Cretaceous;09-07-2006 23:00:00;24;25.9;0.0;76.3
OLMOS001;Olmos Cretaceous;10-07-2006 00:00:00;1;27.7;0.0;69.4
OLMOS001;Olmos Cretaceous;10-07-2006 01:00:00;2;26.5;68.0;77.9
OLMOS001;Olmos Cretaceous;10-07-2006 02:00:00;3;21.0;55.0;75.3
OLMOS001;Olmos Cretaceous;10-07-2006 03:00:00;4;25.7;50.0;73.2
OLMOS001;Olmos Cretaceous;10-07-2006 04:00:00;5;19.8;69.0;81.4
OLMOS001;Olmos Cretaceous;10-07-2006 05:00:00;6;20.6;0.0;81.1
OLMOS001;Olmos Cretaceous;10-07-2006 06:00:00;7;23.8;0.0;82.7
OLMOS001;Olmos Cretaceous;10-07-2006 07:00:00;8;19.2;835.0;80.8
OLMOS001;Olmos Cretaceous;10-07-2006 08:00:00;9;19.9;1301.0;81.0
OLMOS001;Olmos Cretaceous;10-07-2006 09:00:00;10;20.2;2226.0;84.5
OLMOS001;Olmos Cretaceous;10-07-2006 10:00:00;11;19.8;2281.0;81.4
OLMOS001;Olmos Cretaceous;10-07-2006 11:00:00;12;22.4;2719.0;85.4
OLMOS001;Olmos Cretaceous;10-07-2006 12:00:00;13;22.0;2740.0;84.4
OLMOS001;Olmos Cretaceous;10-07-2006 13:00:00;14;24.8;2621.0;83.4
OLMOS001;Olmos Cretaceous;10-07-2006 14:00:00;15;23.0;2234.0;78.3
OLMOS001;Olmos Cretaceous;10-07-2006 15:00:00;16;25.5;1859.0;80.9
OLMOS001;Olmos Cretaceous;10-07-2006 16:00:00;17;27.6;1517.0;76.7
OLMOS001;Olmos Cretaceous;10-07-2006 17:00:00;18;27.3;590.0;71.9
OLMOS001;Olmos Cretaceous;10-07-2006 18:00:00;19;25.9;0.0;69.6
OLMOS001;Olmos Cretaceous;10-07-2006 19:00:00;20;26.4;34.0;64.0
OLMOS001;Olmos Cretaceous;10-07-2006 20:00:00;21;26.6;59.0;72.7
OLMOS001;Olmos Cretaceous;10-07-2006 21:00:00;22;28.0;28.0;66.8
OLMOS001;Olmos Cretaceous;10-07-2006 22:00:00;23;28.0;6.0;66.5
OLMOS001;Olmos Cretaceous;10-07-2006 23:00:00;24;28.0;30.0;75.3
OLMOS001;Olmos Cretaceous;11-07-2006 00:00:00;1;27.5;20.0;72.4
OLMOS001;Olmos Cretaceous;11-07-2006 01:00:00;2;25.7;8.0;72.7
OLMOS001;Olmos Cretaceous;11-07-2006 02:00:00;3;23.5;51.0;83.8
OLMOS001;Olmos Cretaceous;11-07-2006 03:00:00;4;24.1;11.0;75.9
OLMOS001;Olmos Cretaceous;11-07-2006 04:00:00;5;20.1;0.0;82.5
OLMOS001;Olmos Cretaceous;11-07-2006 05:00:00;6;23.1;91.0;82.4
OLMOS001;Olmos Cretaceous;11-07-2006 06:00:00;7;18.3;0.0;87.6
OLMOS001;Olmos Cretaceous;11-07-2006 07:00:00;8;17.9;779.0;87.3
OLMOS001;Olmos Cretaceous;11-07-2006 08:00:00;9;21.1;1322.0;83.6
OLMOS001;Olmos Cretaceous;11-07-2006 09:00:00;10;19.9;1891.0;93.6
OLMOS001;Olmos Cretaceous;11-07-2006 10:00:00;11;21.5;2383.0;90.4
OLMOS001;Olmos Cretaceous;11-07-2006 11:00:00;12;20.6;2763.0;84.7
OLMOS001;Olmos Cretaceous;11-07-2006 12:00:00;13;21.8;2675.0;82.2
OLMOS001;Olmos Cretaceous;11-07-2006 13:00:00;14;24.0;2432.0;72.2
OLMOS001;Olmos Cretaceous;11-07-2006 14:00:00;15;26.4;2281.0;75.6
OLMOS001;Olmos Cretaceous;11-07-2006 15:00:00;16;26.0;1805.0;76.1
OLMOS001;Olmos Cretaceous;11-07-2006 16:00:00;17;25.4;1391.0;73.6
OLMOS001;Olmos Cretaceous;11-07-2006 17:00:00;18;27.1;713.0;69.9
OLMOS001;Olmos Cretaceous;11-07-2006 18:00:00;19;26.0;0.0;67.6
OLMOS001;Olmos Cretaceous;11-07-2006 19:00:00;20;28.0;0.0;67.5
OLMOS001;Olmos Cretaceous;11-07-2006 20:00:00;21;27.2;90.0;68.5
OLMOS001;Olmos Cretaceous;11-07-2006 21:00:00;22;28.0;0.0;70.6
OLMOS001;Olmos Cretaceous;11-07-2006 22:00:00;23;24.0;0.0;72.4
OLMOS001;Olmos Cretaceous;11-07-2006 23:00:00;24;25.5;0.0;63.2
OLMOS001;Olmos Cretaceous;12-07-2006 00:00:00;1;24.9;104.0;76.1
OLMOS001;Olmos Cretaceous;12-07-2006 01:00:00;2;21.9;0.0;77.6
OLMOS001;Olmos Cretaceous;12-07-2006 02:00:00;3;22.8;50.0;74.0
OLMOS001;Olmos Cretaceous;12-07-2006 03:00:00;4;24.6;0.0;76.2
OLMOS001;Olmos Cretaceous;12-07-2006 04:00:00;5;22.1;0.0;79.1
OLMOS001;Olmos Cretaceous;12-07-2006 05:00:00;6;19.6;30.0;85.1
OLMOS001;Olmos Cretaceous;12-07-2006 06:00:00;7;19.9;35.0;80.5
OLMOS001;Olmos Cretaceous;12-07-2006 07:00:00;8;18.9;700.0;92.7
OLMOS001;Olmos Cretaceous;12-07-2006 08:00:00;9;20.5;1376.0;88.1
OLMOS001;Olmos Cretaceous;12-07-2006 09:00:00;10;18.6;1851.0;87.5
OLMOS001;Olmos Cretaceous;12-07-2006 10:00:00;11;19.1;2512.0;85.4
OLMOS001;Olmos Cretaceous;12-07-2006 11:00:00;12;19.1;2810.0;84.3
OLMOS001;Olmos Cretaceous;12-07-2006 12:00:00;13;17.7;2816.0;81.0
OLMOS001;Olmos Cretaceous;12-07-2006 13:00:00;14;22.9;2575.0;78.4
OLMOS001;Olmos Cretaceous;12-07-2006 14:00:00;15;23.2;2168.0;78.3
OLMOS001;Olmos Cretaceous;12-07-2006 15:00:00;16;25.4;1962.0;72.5
OLMOS001;Olmos Cretaceous;12-07-2006 16:00:00;17;24.1;1394.0;67.5
OLMOS001;Olmos Cretaceous;12-07-2006 17:00:00;18;22.2;686.0;73.3
OLMOS001;Olmos Cretaceous;12-07-2006 18:00:00;19;27.5;45.0;77.9
OLMOS001;Olmos Cretaceous;12-07-2006 19:00:00;20;27.9;25.0;75.2
OLMOS001;Olmos Cretaceous;12-07-2006 20:00:00;21;28.0;0.0;65.8
OLMOS001;Olmos Cretaceous;12-07-2006 21:00:00;22;26.8;0.0;71.6
OLMOS001;Olmos Cretaceous;12-07-2006 22:00:00;23;24.8;45.0;71.5
OLMOS001;Olmos Cretaceous;12-07-2006 23:00:00;24;26.5;14.0;75.2
OLMOS001;Olmos Cretaceous;13-07-2006 00:00:00;1;26.3;0.0;73.4
OLMOS001;Olmos Cretaceous;13-07-2006 01:00:00;2;24.1;16.0;75.5
OLMOS001;Olmos Cretaceous;13-07-2006 02:00:00;3;24.8;0.0;78.5
OLMOS001;Olmos Cretaceous;13-07-2006 03:00:00;4;21.1;46.0;85.8
OLMOS001;Olmos Cretaceous;13-07-2006 04:00:00;5;20.3;0.0;87.8
OLMOS001;Olmos Cretaceous;13-07-2006 05:00:00;6;20.3;0.0;79.7
OLMOS001;Olmos Cretaceous;13-07-2006 06:00:00;7;23.4;0.0;85.5
OLMOS001;Olmos Cretaceous;13-07-2006 07:00:00;8;20.9;697.0;81.5
OLMOS001;Olmos Cretaceous;13-07-2006 08:00:00;9;18.0;1509.0;79.8
OLMOS001;Olmos Cretaceous;13-07-2006 09:00:00;10;20.1;1784.0;92.8
OLMOS001;Olmos Cretaceous;13-07-2006 10:00:00;11;21.6;2302.0;90.5
OLMOS001;Olmos Cretaceous;13-07-2006 11:00:00;12;22.5;2786.0;81.8
OLMOS001;Olmos Cretaceous;13-07-2006 12:00:00;13;23.1;2881.0;83.4
OLMOS001;Olmos Cretaceous;13-07-2006 13:00:00;14;24.1;2859.0;87.6
OLMOS001;Olmos Cretaceous;13-07-2006 14:00:00;15;26.7;2104.0;81.8
OLMOS001;Olmos Cretaceous;13-07-2006 15:00:00;16;23.5;2217.0;72.6
OLMOS001;Olmos Cretaceous;13-07-2006 16:00:00;17;26.0;1119.0;72.9
OLMOS001;Olmos Cretaceous;13-07-2006 17:00:00;18;26.8;697.0;65.1
OLMOS001;Olmos Cretaceous;13-07-2006 18:00:00;19;27.3;87.0;70.1
OLMOS001;Olmos Cretaceous;13-07-2006 19:00:00;20;26.3;49.0;69.1
OLMOS001;Olmos Cretaceous;13-07-2006 20:00:00;21;27.9;0.0;69.4
OLMOS001;Olmos Cretaceous;13-07-2006 21:00:00;22;28.0;0.0;67.6
OLMOS001;Olmos Cretaceous;13-07-2006 22:00:00;23;27.5;0.0;66.3
OLMOS001;Olmos Cretaceous;13-07-2006 23:00:00;24;25.5;0.0;67.7
OLMOS001;Olmos Cretaceous;14-07-2006 00:00:00;1;24.1;0.0;75.3
OLMOS001;Olmos Cretaceous;14-07-2006 01:00:00;2;25.2;42.0;73.9
OLMOS001;Olmos Cretaceous;14-07-2006 02:00:00;3;24.8;0.0;77.3
OLMOS001;Olmos Cretaceous;14-07-2006 03:00:00;4;23.6;0.0;77.5
OLMOS001;Olmos Cretaceous;14-07-2006 04:00:00;5;22.7;19.0;81.7
OLMOS001;Olmos Cretaceous;14-07-2006 05:00:00;6;19.0;22.0;80.3
OLMOS001;Olmos Cretaceous;14-07-2006 06:00:00;7;19.4;52.0;86.7
OLMOS001;Olmos Cretaceous;14-07-2006 07:00:00;8;20.9;665.0;85.1
OLMOS001;Olmos Cretaceous;14-07-2006 08:00:00;9;18.8;1347.0;92.1
OLMOS001;Olmos Cretaceous;14-07-2006 09:00:00;10;18.3;1949.0;88.4
OLMOS001;Olmos Cretaceous;14-07-2006 10:00:00;11;17.0;2531.0;88.3
OLMOS001;Olmos Cretaceous;14-07-2006 11:00:00;12;18.7;2662.0;88.7
OLMOS001;Olmos Cretaceous;14-07-2006 12:00:00;13;21.0;2887.0;82.6
OLMOS001;Olmos Cretaceous;14-07-2006 13:00:00;14;24.4;2751.0;73.2
OLMOS001;Olmos Cretaceous;14-07-2006 14:00:00;15;25.3;2549.0;70.2
OLMOS001;Olmos Cretaceous;14-07-2006 15:00:00;16;24.2;1819.0;78.7
OLMOS001;Olmos Cretaceous;14-07-2006 16:00:00;17;23.5;1285.0;73.8
OLMOS001;Olmos Cretaceous;14-07-2006 17:00:00;18;25.1;686.0;77.6
OLMOS001;Olmos Cretaceous;14-07-2006 18:00:00;19;26.5;26.0;68.8
OLMOS001;Olmos Cretaceous;14-07-2006 19:00:00;20;28.0;28.0;67.6
OLMOS001;Olmos Cretaceous;14-07-2006 20:00:00;21;28.0;23.0;68.5
OLMOS001;Olmos Cretaceous;14-07-2006 21:00:00;22;28.0;4.0;75.5
OLMOS001;Olmos Cretaceous;14-07-2006 22:00:00;23;27.8;24.0;74.4
OLMOS001;Olmos Cretaceous;14-07-2006 23:00:00;24;24.1;0.0;77.1
OLMOS001;Olmos Cretaceous;15-07-2006 00:00:00;1;28.0;99.0;80.5
OLMOS001;Olmos Cretaceous;15-07-2006 01:00:00;2;23.8;0.0;82.2
OLMOS001;Olmos Cretaceous;15-07-2006 02:00:00;3;24.2;65.0;77.7
OLMOS001;Olmos Cretaceous;15-07-2006 03:00:00;4;24.1;0.0;75.1
OLMOS001;Olmos Cretaceous;15-07-2006 04:00:00;5;20.3;0.0;80.4
OLMOS001;Olmos Cretaceous;15-07-2006 05:00:00;6;20.0;0.0;88.0
OLMOS001;Olmos Cretaceous;15-07-2006 06:00:00;7;20.6;0.0;84.6
OLMOS001;Olmos Cretaceous;15-07-2006 07:00:00;8;17.9;811.0;87.6
OLMOS001;Olmos Cretaceous;15-07-2006 08:00:00;9;18.3;1324.0;74.0
OLMOS001;Olmos Cretaceous;15-07-2006 09:00:00;10;19.5;1938.0;83.1
OLMOS001;Olmos Cretaceous;15-07-2006 10:00:00;11;18.9;2452.0;86.3
OLMOS001;Olmos Cretaceous;15-07-2006 11:00:00;12;19.8;2654.0;89.6
OLMOS001;Olmos Cretaceous;15-07-2006 12:00:00;13;19.2;2865.0;82.3
OLMOS001;Olmos Cretaceous;15-07-2006 13:00:00;14;25.4;2558.0;75.9
OLMOS001;Olmos Cretaceous;15-07-2006 14:00:00;15;24.8;2527.0;73.6
OLMOS001;Olmos Cretaceous;15-07-2006 15:00:00;16;24.7;2010.0;74.8
OLMOS001;Olmos Cretaceous;15-07-2006 16:00:00;17;24.8;1384.0;73.6
OLMOS001;Olmos Cretaceous;15-07-2006 17:00:00;18;26.9;876.0;70.2
OLMOS001;Olmos Cretaceous;15-07-2006 18:00:00;19;26.9;0.0;69.4
OLMOS001;Olmos Cretaceous;15-07-2006 19:00:00;20;25.8;0.0;73.3
OLMOS001;Olmos Cretaceous;15-07-2006 20:00:00;21;26.4;21.0;77.2
OLMOS001;Olmos Cretaceous;15-07-2006 21:00:00;22;28.0;19.0;70.1
OLMOS001;Olmos Cretaceous;15-07-2006 22:00:00;23;26.8;15.0;64.7
OLMOS001;Olmos Cretaceous;15-07-2006 23:00:00;24;25.6;11.0;79.3
OLMOS001;Olmos Cretaceous;16-07-2006 00:00:00;1;26.6;2.0;73.1
OLMOS001;Olmos Cretaceous;16-07-2006 01:00:00;2;24.1;48.0;73.3
OLMOS001;Olmos Cretaceous;16-07-2006 02:00:00;3;23.7;17.0;71.9
OLMOS001;Olmos Cretaceous;16-07-2006 03:00:00;4;23.1;26.0;71.7
OLMOS001;Olmos Cretaceous;16-07-2006 04:00:00;5;21.4;6.0;83.1
OLMOS001;Olmos Cretaceous;16-07-2006 05:00:00;6;20.1;16.0;82.4
OLMOS001;Olmos Cretaceous;16-07-2006 06:00:00;7;20.8;33.0;83.6
OLMOS001;Olmos Cretaceous;16-07-2006 07:00:00;8;18.8;649.0;91.1
OLMOS001;Olmos Cretaceous;16-07-2006 08:00:00;9;20.2;1420.0;87.5
OLMOS001;Olmos Cretaceous;16-07-2006 09:00:00;10;20.4;1973.0;87.4
OLMOS001;Olmos Cretaceous;16-07-2006 10:00:00;11;18.6;2515.0;91.2
OLMOS001;Olmos Cretaceous;16-07-2006 11:00:00;12;18.5;2874.0;80.6
OLMOS001;Olmos Cretaceous;16-07-2006 12:00:00;13;21.5;2513.0;91.2
OLMOS001;Olmos Cretaceous;16-07-2006 13:00:00;14;20.2;2534.0;83.4
OLMOS001;Olmos Cretaceous;16-07-2006 14:00:00;15;23.7;2355.0;71.8
OLMOS001;Olmos Cretaceous;16-07-2006 15:00:00;16;24.9;1987.0;76.7
OLMOS001;Olmos Cretaceous;16-07-2006 16:00:00;17;26.7;1367.0;78.2
OLMOS001;Olmos Cretaceous;16-07-2006 17:00:00;18;23.0;828.0;76.6
OLMOS001;Olmos Cretaceous;16-07-2006 18:00:00;19;28.0;0.0;68.2
OLMOS001;Olmos Cretaceous;16-07-2006 19:00:00;20;27.5;0.0;69.9
OLMOS001;Olmos Cretaceous;16-07-2006 20:00:00;21;27.6;74.0;70.9
OLMOS001;Olmos Cretaceous;16-07-2006 21:00:00;22;26.8;4.0;61.4
OLMOS001;Olmos Cretaceous;16-07-2006 22:00:00;23;27.3;1.0;69.0
